node_id,project_id,vsn,address,lat,lon,description,start_timestamp,end_timestamp
001e06115363,AoT_Seattle,069,TBD,0.0,0.0,AoT Seattle (S) [C],2018/01/01 00:00:00,
001e0610e7fc,AoT_Seattle,06C,TBD,0.0,0.0,AoT Seattle (S) [C],2018/01/01 00:00:00,
001e0611325e,AoT_Seattle,06F,TBD,0.0,0.0,AoT Seattle (S) [C],2018/01/01 00:00:00,
